Title,Publisher,TV Format,MD5,Bankswitch Type,7800 Detected,7800 works,7800 plays through,notes
Space War,Atari,NTSC,7e9da5cb84d5bc869854938fe3e85ffa,2K,,,,
Space War,Atari,NTSC,a7ef44ccb5b9000caf02df3e6da71a92,2K,,,,
AKA Space Adventure,,NTSC,8786c1e56ef221d946c64f6b65b697e9,4K,,,,
Spacechase,Apollo,NTSC,ec5c861b487a5075876ab01155e74c6c,4K,,,,
SpaceMaster X-7,,NTSC,45040679d72b101189c298a864a5b5ba,4K,,,,
Spider Fighter,Activision,NTSC,ba3a17efd26db8b4f09c0cf7afdf84d1,F6,,,,
Spider Fighter,Activision,NTSC,24d018c4a6de7e5bd19a36f2b879b335,4K,,,,
Spider-Man,Parker Bros,NTSC,199eb0b8dce1408f3f7d46411b715ca9,4K,,,,
Spiderdroid,Froggo,NTSC,8454ed9787c9d8211748ccddb673e920,4K,,,,
Spider Maze,K-Tel Vision,NTSC,21299c8c3ac1d54f8289d88702a738fd,4K,,,,
Spike's Peak,Xonox,NTSC,a4e885726af9d97b12bb5a36792eab63,F8,,,,
Spitfire Attack,Milton Bradley,NTSC,cef2287d5fd80216b2200fb2ef1adfa8,4K,,,,
Springer,Tigervision,NTSC,4cd796b5911ed3f1062e805a3df33d98,3F,,,,
Sprint Master,Atari,NTSC,5a8afe5422abbfb0a342fb15afd7415f,F6SC,SC,,,
Spy Hunter,Sega,NTSC,3105967f7222cc36a5ac6e5f6e89a0b4,F8,,,,
Squeeze Box,U.S. Games,NTSC,ba257438f8a78862a9e014d831143690,4K,,,,
Squoosh,Apollo ,NTSC,22abbdcb094d014388d529352abe9b4b,4K,,,,
Sssnake,Data Age,NTSC,21a96301bb0df27fde2e7eefa49e0397,4K,,,,
Stampede,Activision,NTSC,21d7334e406c2407e69dbddd7cec3583,2K,,,,
Stampede,Activision,NTSC,e66e5af5dea661d58420088368e4ef0d,2K,,,,
Stampede,Atari ,PAL,c9196e28367e46f8a55e04c27743148f,2K,,,,
Star Fox,Mythicon,NTSC,f526d0c519f5001adb1fc7948bfbb3ce,4K,,,,
Star Raiders,Atari,NTSC,cbd981a23c592fb9ab979223bb368cd5,F8,,,,
Star Ship,Atari,NTSC,e363e467f605537f3777ad33e74e113a,2K,,,,
Star Ship,Atari,NTSC,7b938c7ddf18e8362949b62c7eaa660a,2K,,,,
Star Strike,M Network,NTSC,79e5338dbfa6b64008bb0d72a3179d3c,4K,,,,
Star Trek - Strategic Operations Simulator,Sega,NTSC,03c3f7ba4585e349dd12bfa7b34b7729,F8,,,,
Star Voyager,Imagic,NTSC,813985a940aa739cc28df19e0edd4722,4K,,,,
Star Wars - Death Star Battle,Parker Bros,NTSC,5336f86f6b982cc925532f2e80aa1e17,E0,E0,,,
Star Wars - The Empire Strikes Back,Parker Bros,NTSC,3c8e57a246742fa5d59e517134c0b4e6,4K,,,,
Star Wars - Jedi Arena,Parker Bros,NTSC,c9f6e521a49a2d15dac56b6ddb3fb4c7,4K,,,,
Star Wars - The Arcade Game,Parker Bros,NTSC,6339d28c9a7f92054e70029eb0375837,E0,E0,,,
Star Wars - The Empire Strikes Back,Parker Bros,NTSC,3c8e57a246742fa5d59e517134c0b4e6,4K,,,,
Stargate,,NTSC,57fa2d09c9e361de7bd2aa3a9575a760,F6SC,SC,,,
Stargunner,Telesys,NTSC,a3c1c70024d7aabb41381adbfb6d3b25,4K,,,,
StarMaster,Activision,NTSC,d69559f9c9dc6ef528d841bf9d91b275,4K,,,,
Communist Mutants from Space,Arcadia,NTSC,2c8835aed7f52a0da9ade5226ee5aa75,AR,,,,
Dragonstomper,Arcadia,NTSC,90ccf4f30a5ad8c801090b388ddd5613,AR,,,,
Escape from the Mindmaster,Arcadia,NTSC,81f4f0285f651399a12ff2e2f35bab77,AR,,,,
Fireball,Arcadia,NTSC,386ff28ac5e254ba1b1bac6916bcc93a,AR,,,,
"Official Frogger, The",Arcadia,NTSC,c73ae5ba5a0a3f3ac77f0a9e14770e73,AR,,,,
Killer Satellites,Arcadia,NTSC,9c27ef3bd01c611cdb80182a59463a82,AR,,,,
Party Mix,Arcadia,NTSC,012b8e6ef3b5fd5aabc94075c527709d,AR,,,,
Phaser Patrol,Arcadia,NTSC,7dcbfd2acc013e817f011309c7504daa,AR,,,,
Rabbit Transit,Arcadia,NTSC,fb4ca865abc02d66e39651bd9ade140a,AR,,,,
Suicide Mission,Arcadia,NTSC,e4c666ca0c36928b95b13d33474dbb44,AR,,,,
Survival Island,Arcadia,NTSC,045035f995272eb2deb8820111745a07,AR,,,,
Sweat! - The Decathlon Game,Arcadia ,NTSC,e51c23389e43ab328ccfb05be7d451da,AR,,,,
Sword of Saros,Arcadia,NTSC,528400fad9a77fd5ad7fc5fdc2b7d69d,AR,,,,
Star Trek - Strategic Operations Simulator,Sega,NTSC,03c3f7ba4585e349dd12bfa7b34b7729,F8,F8,,,
Star Voyager,Imagic,NTSC,813985a940aa739cc28df19e0edd4722,4K,,,,
Steeplechase,Sears,NTSC,656dc247db2871766dffd978c71da80c,2K,,,,
Steeplechase,Sears,NTSC,a174cece06b3abc0aec3516913cdf9cc,2K,,,,
Stell-A-Sketch,Bob Colbert PD,NTSC,47aef18509051bab493589cb2619170b,AR,,,,
Stellar Track,Sears,NTSC,0b8d3002d8f744a753ba434a4d39249a,4K,,,,
Stunt Man,Panda,NTSC,ed0ab909cf7b30aff6fc28c3a4660b8e,4K,,,,
Strategy X,Konami,NTSC,9333172e3c4992ecf548d3ac1f2553eb,4K,,,,
Strat-O-Gems Deluxe,J. Payson,PAL,807a8ff6216b00d52aba2dfea5d8d860,F4,,,,
Strawberry Shortcake - Musical Match-Ups,Parker Bros,NTSC,e10d2c785aadb42c06390fae0d92f282,4K,,,,
Street Racer,Atari,NTSC,6ff4156d10b357f61f09820d03c0f852,2K,,,,
Stronghold,CommaVid,NTSC,7b3cf0256e1fa0fdc538caf3d5d86337,4K,,,,
Stunt Cycle,Atari ,NTSC,c3bbc673acf2701b5275e85d9372facf,2K,,,,
Sub-Scan,Sega,NTSC,5af9cd346266a1f2515e1fbc86f5186a,4K,,,,
Submarine Commander,Sears,NTSC,f3f5f72bfdd67f3d0e45d097e11b8091,4K,,,,
Subterranea,Imagic,NTSC,93c52141d3c4e1b5574d072f1afde6cd,F8,,,,
Summer Games,Epyx,NTSC,45027dde2be5bdd0cab522b80632717d,F6,,,,
Super Baseball,Atari,NTSC,7adbcf78399b19596671edbffc3d34aa,F6,,,,
Super Box,CCE,NTSC,1c85c0fc480bbd69dc301591b6ecb422,F6,,,,
Super Breakout,Atari,NTSC,0ad9a358e361256b94f3fb4f2fa5a3b1,4K,,,,
Super Challenge Baseball,M Network,NTSC,9d37a1be4a6e898026414b8fee2fc826,4K,,,,
Super Challenge Football,M Network,NTSC,e275cbe7d4e11e62c3bfcfb38fca3d49,4K,,,,
Super Cobra,Parker Bros,NTSC,c29f8db680990cb45ef7fef6ab57a2c2,E0,E0,,,
Super-Ferrari,Unknown,NTSC,724613effaf7743cbcd695fab469c2a8,4K,,,,
Super Futebol,CCE,NTSC,2447e17a4e18e6b609de498fe4ab52ba,F8,,,,
Superman,Atari,NTSC,a9531c763077464307086ec9a1fd057d,4K,,,,
Superman,Atari,NTSC,5de8803a59c36725888346fdc6e7429d,4K,,,,
Surf's Up,Amiga ,NTSC,aec9b885d0e8b24e871925630884095c,F8,,,,
Surfer's Paradise,Video Gems ,PAL,c20f15282a1aa8724d70c117e5c9709e,4K,,,,
Surround,Atari ,PAL,a60598ad7ee9c5ccad42d5b0df1570a1,2K,,,,
Surround,Atari,NTSC,31d08cb465965f80d3541a57ec82c625,2K,,,,
Survival Run,Milton Bradley,NTSC,85e564dae5687e431955056fbda10978,4K,,,,
Star Wars - The Arcade Game,Parker Bros,NTSC,6339d28c9a7f92054e70029eb0375837,E0,,,,
SWOOPS!,TJ ,PAL,5d8f1ab95362acdf3426d572a6301bf2,4K,,,,
SWOOPS!,TJ,NTSC,278f14887d601b5e5b620f1870bc09f6,4K,,,,
SwordQuest - EarthWorld,Atari,NTSC,05ebd183ea854c0a1b56c218246fbbae,F8,,,,
SwordQuest - FireWorld,Atari,NTSC,f9d51a4e5f8b48f68770c89ffd495ed1,F8,,,,
SwordQuest - WaterWorld,Atari,NTSC,bc5389839857612cfabeb810ba7effdc,F8,,,,
T.F. Space Invaders,Hack,NTSC,294762000e853b4319f9991c1ced5dfc,4K,,,,
Tac-Scan,Sega,NTSC,d45ebf130ed9070ea8ebd56176e48a38,4K,,,,
Tanks But No Tanks,ZiMAG,NTSC,fa6fe97a10efb9e74c0b5a816e6e1958,4K,,,,
Tapeworm,Spectravision,NTSC,de3d0e37729d85afcb25a8d052a6e236,4K,,,,
Tapper,Sega,NTSC,c0d2434348de72fa6edcc6d8e40f28d7,F8,,,,
Targ,CBS Electronics ,NTSC,2d6741cda3000230f6bbdd5e31941c01,4K,,,,
Task Force,Froggo,NTSC,0c35806ff0019a270a7acae68de89d28,4K,,,,
Tax Avoiders,American Videogame,NTSC,a1ead9c181d67859aa93c44e40f1709c,F8,,,,
Taz,Atari,NTSC,4702d8d9b48a332724af198aeac9e469,F8,,,,
Teddy Apple,Home Vision ,PAL,8c2fa33048f055f38358d51eefe417db,4K,,,,
Telepathy,Atari ,NTSC,3d7aad37c55692814211c8b590a0334c,F8,,,,
Tempest,Atari ,NTSC,c830f6ae7ee58bcc2a6712fb33e92d55,F8,,,,
Tennis,Activision,NTSC,42cdd6a9e42a3639e190722b8ea3fc51,2K,,,,
Tennis,Activision,NTSC,aca09ffea77174b148b96b205109db4d,2K,,,,
Tennis,Atari ,PAL,16e04823887c547dc24bc70dff693df4,2K,,,,
Wavy Line Test 2,PD,NTSC,5c73693a89b06e5a09f1721a13176f95,4K,,,,
Test Cart,Paul Slocum,NTSC,f0631c6675033428238408885d7e4fde,4K,,,,
Tetris 2600,Colin Hughes,NTSC,b0e1ee07fbc73493eac5651a52f90f00,2K,,,,
"Texas Chainsaw Massacre, The",Wizard Video,NTSC,5eeb81292992e057b290a5cd196f155d,4K,,,,
This Planet Sucks,Greg Troutman ,NTSC,a98b649912b6ca19eaf5c2d2faf38562,4K,,,,
Threshold,Tigervision,NTSC,e63a87c231ee9a506f9599aa4ef7dfb9,4K,,,,
Thrust v1.26,PD,NTSC,7ded20e88b17c8149b4de0d55c795d37,F6,,,,
Thrust,TJ,NTSC,de7bca4e569ad9d3fd08ff1395e53d2d,F6,,,,
Thrust,TJ,NTSC,de7bca4e569ad9d3fd08ff1395e53d2d,F6,,,,
Thunderground,Sega,NTSC,cf507910d6e74568a68ac949537bccf9,4K,,,,
Time Machine,Goliath ,PAL,7576dd46c2f8d8ab159d97e3a3f2052f,4K,,,,
Time Pilot,Coleco,NTSC,4e99ebd65a967cabf350db54405d577c,F8,,,,
Time Race,Goliath ,PAL,5db9e5bf663cad6bf159bc395f6ead53,4K,,,,
X'Mission,Unknown ,PAL,332f01fd18e99c6584f61aa45ee7791e,4K,,,,
Title Match Pro Wrestling,Absolute,NTSC,12123b534bdee79ed7563b9ad74f1cbd,F8,,,,
Tom Boy,Unknown,NTSC,ece908d77ab944f7bac84322b9973549,4K,,,,
Tomarc the Barbarian,Xonox,NTSC,8bc0d2052b4f259e7a50a7c771b45241,F8,,,,
Tooth Protectors,DSD-Camelot,NTSC,fa2be8125c3c60ab83e1c0fe56922fcb,E0,E0,,,
Towering Inferno,U.S. Games,NTSC,0aa208060d7c140f20571e3341f5a3f8,4K,,,,
This Planet Sucks,Greg Troutman ,NTSC,a98b649912b6ca19eaf5c2d2faf38562,4K,,,,
Track and Field,Atari,NTSC,6ae4dc6d7351dacd1012749ca82f9a56,F6,,,,
Racing Car,Unknown,NTSC,4df9d7352a56a458abb7961bf10aba4e,4K,,,,
Treasure Below,Thomas Jentzsch,NTSC,81414174f1816d5c1e583af427ac89fc,4K,,,,
Space Treat,,NTSC,6c9a32ad83bcfde3774536e52be1cce7,4K,,,,
treat_ntsc,,NTSC,9e135f5dce61e3435314f5cddb33752f,4K,,,,
Trick Shot,Imagic,NTSC,24df052902aa9de21c2b2525eb84a255,4K,,,,
TRON - Deadly Discs,M Network,NTSC,fb27afe896e7c928089307b32e5642ee,4K,,,,
Vogel Flieh,Quelle ,NTSC,e17699a54c90f3a56ae4820f779f72c4,4K,,,,
Tunnel Runner,CBS Electronics,NTSC,b2737034f974535f5c0c6431ab8caf73,FA,,,,
Turmoil,,NTSC,7a5463545dfb2dcfdafa6074b2f2c15e,4K,,,,
Tutankham,Parker Bros,NTSC,085322bae40d904f53bdcc56df0593fc,E0,E0,,,
Time Warp,Unknown,NTSC,619de46281eb2e0adbb98255732483b4,4K,,,,
Universal Chaos,Telegames,NTSC,81a010abdba1a640f7adf7f84e13d307,4K,,,,
Unknown 20th Century Fox Game,,NTSC,5f950a2d1eb331a1276819520705df94,F8,,,,
Unknown Activision Game #1,Activision ,NTSC,ee681f566aad6c07c61bbbfc66d74a27,4K,,,,
Unknown Activision Game #2,Activision ,NTSC,700a786471c8a91ec09e2f8e47f14a04,4K,,,,
Up 'n Down,Sega,NTSC,a499d720e7ee35c62424de882a3351b6,F8,,,,
Vanguard,Atari,NTSC,c6556e082aac04260596b4045bc122de,F8,,,,
Vault Assault,Prescott,NTSC,787ebc2609a31eb5c57c4a18837d1aee,4K,,,,
Venetian Blinds Demo,Activision,NTSC,d08fccfbebaa531c4a4fa7359393a0a9,2K,,,,
Venture,Coleco,NTSC,3e899eba0ca8cd2972da1ae5479b4f0d,4K,,,,
Mission Survive,Video Gems ,PAL,cf9069f92a43f719974ee712c50cd932,4K,,,,
Video Checkers,Atari,NTSC,539d26b6e9df0da8e7465f0f5ad863b7,4K,,,,
Video Chess,Atari,NTSC,f0b7db930ca0e548c41a97160b9f6275,4K,,,,
Video Cube,CCE,NTSC,ed1492d4cafd7ebf064f0c933249f5b0,4K,,,,
Video Jogger,Exus,NTSC,4191b671bcd8237fc8e297b4947f2990,4K,,,,
Video Olympics,Atari,NTSC,60e0ea3cbe0913d39803477945e9e5ec,2K,,,,
Video Olympics,Atari,NTSC,c00b65d1bae0aef6a1b5652c9c2156a1,2K,,,,
Video Pinball,Atari,NTSC,107cc025334211e6d29da0b6be46aec7,4K,,,,
Video Reflex,Exus,NTSC,ee659ae50e9df886ac4f8d7ad10d046a,4K,,,,
Video Time Machine,Chris Cracknell,NTSC,93acd5020ae8eb5673601e2edecbc158,4K,,,,
Video Pinball,Atari,NTSC,107cc025334211e6d29da0b6be46aec7,4K,,,,
Vulture Attack,K-Tel Vision,NTSC,1f21666b8f78b65051b7a609f1d48608,4K,,,,
Wabbit,Apollo,NTSC,6041f400b45511aa3a69fab4b8fc8f41,4K,,,,
Walker,Suntek ,NTSC,d175258b2973b917a05b46df4e1cf15d,4K,,,,
Wall Ball,Avalon Hill,NTSC,d3456b4cf1bd1a7b8fb907af1a80ee15,4K,,,,
Wall Break,Unknown,NTSC,c16fbfdbfdf5590cc8179e4b0f5f5aeb,4K,,,,
Warlords,Atari,NTSC,cbe5a166550a8129a5e6d374901dffad,4K,,,,
Warplock,Data Age,NTSC,679e910b27406c6a2072f9569ae35fc8,4K,,,,
Warring Worms,Baroque Gaming,NTSC,7e7c4c59d55494e66eef5e04ec1c6157,4K,,,,
Weltraumtunnel,Quelle ,PAL,bce4c291d0007f16997faa5c4db0a6b8,4K,,,,
Wing War,Imagic ,PAL,9d2938eb2b17bb73e9a79bbc06053506,F8,,,,
Wings,CBS Electronics ,NTSC,8e48ea6ea53709b98e6f4bd8aa018908,FA,,,,
Winter Games,Epyx,NTSC,83fafd7bd12e3335166c6314b3bde528,F6,,,,
Wizard of Wor,CBS Electronics,NTSC,7e8aa18bc9502eb57daaf5e7c1e94da7,4K,,,,
Wizard,Atari ,NTSC,7b24bfe1b61864e758ada1fe9adaa098,2K,,,,
Word Zapper,U.S. Games,NTSC,ec3beb6d8b5689e867bafb5d5f507491,4K,,,,
Words-Attack,Sancho ,PAL,2facd460a6828e0e476d3ac4b8c5f4f7,4K,,,,
World End,Home Vision ,PAL,130c5742cd6cbe4877704d733d5b08ca,4K,,,,
Worm War I,,NTSC,87f020daa98d0132e98e43db7d8fea7e,4K,,,,
X-Doom V.26,PD,NTSC,0d35618b6d76ddd46d2626e9e3e40db5,4K,,,,
X-Man,Universal,NTSC,5961d259115e99c30b64fe7058256bcf,4K,,,,
Xenophobe,Atari,NTSC,eaf744185d5e8def899950ba7c6e7bb5,F6,,,,
Xevious,Atari ,NTSC,c6688781f4ab844852f4e3352772289b,F8,,,,
Yahtzee,Hozer Video Games,NTSC,d090836f0a4ea8db9ac7abb7d6adf61e,4K,,,,
Yars' Revenge,Atari,NTSC,c5930d0e8cdae3e037349bfa08e871be,4K,,,,
Base Attack,Unknown Hack,NTSC,c469151655e333793472777052013f4f,4K,,,,
Zaxxon,Coleco,NTSC,eea0da9b987d661264cce69a7c13c3bd,F8,,,,
Pumuckl I,ITT Family Games ,PAL,fb833ed50c865a9a505a125fc9d79a7e,4K,,,,
